"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages"
"Original Source Data 1","hs_analytics_source_data_1","string","Additional information about the original source for the contact with the earliest activity for this company or organization","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Report (3); Sales view (9); Properties v3 card (1)"
"Original Source Data 2","hs_analytics_source_data_2","string","Additional information about the original source for the contact with the earliest activity for this company or organization","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","Report (4); Sales view (10); Properties v3 card (1)"
"Avoma Annual Revenue","avoma_annual_revenue","string","","avoma","true","","false","false","false","false","false","false","Brandon Dith-Berry",""
"Bookkeeping ARR","bookkeeping_arr","number","","chargebeecustomproperties","false","","true","false","true","false","false","false","Brandon Dith-Berry","Sales view (3); Properties v3 card (1)"
"Bookkeeping MRR","bookkeeping_mrr","number","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Calculated property (1); Automation platform flow (1); Sales view (28); Properties v3 card (2)"
"Bookkeeping Plan","bookkeeping_plan","string","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Report (2); Sales view (35); Properties v3 card (3)"
"Customer promotional credits","cb_custcst_promotional_credits","number","Customer promotional credits","chargebeecustomproperties","true","","false","false","false","false","false","false","Swapnil Shinde","Sales view (1)"
"Subscription plan amount","cb_subcst_plan_amount","number","Subscription plan amount","chargebeecustomproperties","true","","false","false","false","false","false","false","Swapnil Shinde","Sales view (5); Association table card (1)"
"Subscription plan free quantity","cb_subcst_plan_free_quantity","number","Subscription plan free quantity","chargebeecustomproperties","true","","false","false","false","false","false","false","Swapnil Shinde",""
"Subscription plan quantity","cb_subcst_plan_quantity","number","Subscription plan quantity","chargebeecustomproperties","true","","false","false","false","false","false","false","Swapnil Shinde","Sales view (1)"
"Subscription plan unit price","cb_subcst_plan_unit_price","number","Subscription plan unit price","chargebeecustomproperties","true","","false","false","false","false","false","false","Swapnil Shinde","Sales view (1)"
"CFO Plan","cfo_plan","string","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Report (2); Sales view (6); Properties v3 card (4)"
"CFO Plan ARR","cfo_plan_arr","number","","chargebeecustomproperties","false","","true","false","true","false","false","false","Brandon Dith-Berry","Properties v3 card (1)"
"CFO Plan MRR","cfo_plan_mrr","number","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Calculated property (1); Automation platform flow (1); Properties v3 card (2)"
"Chargebee Customer ID","chargebee_customer_id","string","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Object requirement (1); Report (13); Dataset (1); Sales view (30); Properties v3 card (1)"
"Payroll Manager ARR","payroll_manager_arr","number","","chargebeecustomproperties","false","","true","false","true","false","false","false","Brandon Dith-Berry",""
"Payroll Manager MRR","payroll_manager_mrr","number","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Calculated property (1); Automation platform flow (1); Properties v3 card (1)"
"Payroll Manager Plan","payroll_plan","string","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Report (2); Sales view (6); Properties v3 card (2)"
"Tax Plan ARR","tax_plan_arr","number","","chargebeecustomproperties","false","","true","false","true","false","false","false","Brandon Dith-Berry",""
"Tax Plan MRR","tax_plan_mrr","number","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Calculated property (1); Automation platform flow (1); Properties v3 card (1)"
"Tax Plan Name","tax_plan_name","string","","chargebeecustomproperties","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Report (1); Sales view (5); Properties v3 card (2)"
"Total subscription ARR","total_subscription_arr","number","","chargebeecustomproperties","false","","true","false","true","false","false","false","Revenue Operations","Sales view (1)"
"Total due invoices count","cb_totaldueinvoicescount","number","Total due invoices count","chargebeesubscriptionmetrics","true","","false","false","false","false","false","false","Swapnil Shinde",""
"Total Dues","cb_totaldues","number","Total dues across all associated subscriptions and customers.","chargebeesubscriptionmetrics","true","","false","false","false","false","false","false","Swapnil Shinde",""
"Total invoice amount paid","cb_totalinvoiceamountpaid","number","Total invoice amount paid","chargebeesubscriptionmetrics","true","","false","false","false","false","false","false","Swapnil Shinde","Inbounddb lists (1); Sales view (1)"
"Total # of subscriptions","cb_totalnoofsubscription","number","Total # of subscriptions","chargebeesubscriptionmetrics","true","","false","false","false","false","false","false","Swapnil Shinde","Sales view (5)"
"Total subscription MRR","cb_totalsubscriptionmrr","number","Total subscription MRR","chargebeesubscriptionmetrics","true","","false","false","false","false","false","false","Swapnil Shinde","Calculated property (1); Inbounddb lists (6); Automation platform flow (1); Report (24); Sales view (73); Properties v3 card (5)"
"Customer Health","customer_health2","enumeration","","company_activity","true","[{""label"":""🟩"",""value"":""🟩"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""🟨"",""value"":""🟨"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""🟥"",""value"":""🟥"",""displayOrder"":2,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Kelvin Tanjuakio","Sales view (3); Data highlights card (1)"
"Last Modified Date","hs_lastmodifieddate","datetime","Most recent timestamp of any property update for this company. This includes HubSpot internal properties, which can be visible or hidden. This property is updated automatically.","company_activity","false","","true","true","false","false","false","true","HubSpot","Sales view (1)"
"Onboarding Status","onboarding_status","enumeration","","company_activity","true","[{""label"":""In Queue"",""value"":""0%"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""In Progress"",""value"":""50%"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""At Risk"",""value"":""Blocked"",""displayOrder"":2,""hidden"":false,""readOnly"":false},{""label"":""Complete"",""value"":""100%"",""displayOrder"":3,""hidden"":false,""readOnly"":false},{""label"":""Churned"",""value"":""Churned"",""displayOrder"":4,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Unknown user","Inbounddb lists (1); Sales view (1)"
"Sales Engineer ","sales_engineer","enumeration","","company_activity","true","[{""label"":""Mary Beth Felker "",""value"":""Mary Beth Felker"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""Arman Zand "",""value"":""Arman Zand"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""Leena Swaar"",""value"":""Leena Swaar"",""displayOrder"":2,""hidden"":false,""readOnly"":false},{""label"":""Kathleen Reyes"",""value"":""Kathleen Reyes"",""displayOrder"":3,""hidden"":false,""readOnly"":false},{""label"":""Karen Sanchez"",""value"":""Karen Sanchez"",""displayOrder"":4,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Megan Prince","Sales view (2)"
"Subsidiary Type","subsidiary_type","enumeration","Type of subsidiary wether based in USA or foreign","company_structure","true","[{""label"":""U.S.A"",""value"":""U.S.A"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""Foreign"",""value"":""Foreign"",""displayOrder"":1,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Chaitanya Mohan","Properties v3 card (1)"
"Activation Date","activation_date","date","This property stores the value of the current customer activation date.","companyinformation","true","","false","false","false","false","false","false","Krunalkumar Shah","Automation platform flow (1); Properties list card (1)"
"Activation Month","activation_month","number","","companyinformation","true","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Sales view (3)"
"Street Address","address","string","The street address of the company or organization, including unit number. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Object requirement (1); Report (1); Sales view (1); Properties v3 card (2)"
"Street Address 2","address2","string","The additional address of the company or organization. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Object requirement (1); Sales view (1); Properties v3 card (1)"
"Average Lead Score","aggregated_lead_score","number","","companyinformation","false","","true","false","true","false","false","false","Brandon Dith-Berry","Inbounddb lists (2)"
"Annual Revenue","annualrevenue","number","The actual or estimated annual revenue of the company. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Calculated property (1); Rollup property (1); Inbounddb lists (5); Automation platform flow (1); Object score property (1); Report (6); Sales view (15); Data highlights card (1); Properties v3 card (5)"
"Apollo Enriched","apollo_enriched","enumeration","","companyinformation","false","[{""label"":""Yes"",""value"":""true"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""No"",""value"":""false"",""displayOrder"":1,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Brandon Dith-Berry","Inbounddb lists (1); Sales view (1)"
"Assigned by RevOps","assigned_by_revops","enumeration","","companyinformation","false","[{""label"":""Yes"",""value"":""true"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""No"",""value"":""false"",""displayOrder"":1,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1)"
"Associated Partnership","associated_partnership","string","","companyinformation","true","","false","false","false","false","false","false","Brandon Dith-Berry","Inbounddb lists (1); Automation platform flow (4)"
"Associated Partnership ID","associated_partnership_id","string","","companyinformation","true","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (6)"
"BDR Assigned","bdr_assigned","enumeration","","companyinformation","false","","false","false","false","true","false","false","Brandon Dith-Berry","Inbounddb lists (2); Automation platform flow (2); Report (8); Sales view (7)"
"Business Structure","business_type","enumeration","The legal form or structure of the company.","companyinformation","true","[{""label"":""C Corporation"",""value"":""C Corporation"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""S Corporation"",""value"":""S Corporation"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""LLC"",""value"":""LLC"",""displayOrder"":2,""hidden"":false,""readOnly"":false},{""label"":""Sole Proprietorship"",""value"":""Sole Proprietorship"",""displayOrder"":3,""hidden"":false,""readOnly"":false},{""label"":""Partnership"",""value"":""Partnership"",""displayOrder"":4,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Brandon Dith-Berry","Report (1); Properties v3 card (1)"
"Calculate QBR","calculate_qbr","enumeration","This is a drop down select field which will trigger the workflow and set the QBR prep, schedule and actual dates.","companyinformation","true","[{""label"":""Calculating"",""value"":""start"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Calculated"",""value"":""stop"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","false","false","false","false","false","false","Krunalkumar Shah","Automation platform flow (1); Properties list card (1)"
"City","city","string","The city where the company is located. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Inbounddb lists (16); Automation platform flow (2); Object requirement (1); Report (7); Sales view (60); Properties list card (1); Properties v3 card (6)"
"Close Date","closedate","datetime","The date the company or organization was closed as a customer","companyinformation","false","","false","true","false","false","false","true","HubSpot","Calculated property (1); Feedback survey (1); Report (6); Sales view (5); Data highlights card (1)"
"Company Technologies","company_technologies","string","","companyinformation","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Report (1); Sales view (2); Properties list card (1); Properties v3 card (1)"
"Country/Region","country","string","The country/region in which the company or organization is located. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Contact scoring ruleset (1); Rollup property (1); Inbounddb lists (71); Automation platform flow (3); Object score property (1); Report (24); Dataset (1); Sales view (59); Data highlights card (1); Properties list card (1); Properties v3 card (9)"
"Created/Updated by Amplemarket","created_or_updated_by_amplemarket","string","","companyinformation","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Properties v3 card (1)"
"Create Date","createdate","datetime","The date the company or organization was added to the database","companyinformation","false","","true","true","false","false","false","true","HubSpot","Rollup property (1); Inbounddb lists (13); Automation platform flow (8); Report (41); Sales view (71); Properties v3 card (1)"
"Crunchbase URL","crunchbase_url","string","","companyinformation","false","","false","false","false","false","false","false","Brandon Dith-Berry",""
"Dashboard Activated","dashboard_activated","enumeration","Select when company's Zeni Dashboard has been activated/customer has been invited.","companyinformation","true","[{""label"":""Yes"",""value"":""true"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""No"",""value"":""false"",""displayOrder"":1,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Unknown user","Object requirement (1)"
"Deduplicated","deduplicated","enumeration","","companyinformation","false","[{""label"":""Yes"",""value"":""true"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""No"",""value"":""false"",""displayOrder"":1,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Brandon Dith-Berry","Sales view (1)"
"Description","description","string","A short statement about the company's mission and goals. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Rollup property (1); Automation platform flow (1); Sales view (7); Properties v3 card (3)"
"Company Domain Name","domain","string","The domain name of the company or organization","companyinformation","true","","false","true","false","false","false","true","HubSpot","Rollup property (1); Inbounddb lists (1); Automation platform flow (3); Object requirement (1); Report (40); Association card (1); Dataset (1); Sales view (31); Association table card (1); Properties v3 card (5); Association v3 card (1)"
"Date of last meeting booked in meetings tool","engagements_last_meeting_booked","datetime","The date of the most recent meeting an associated contact has booked through the meetings tool.","companyinformation","false","","true","true","false","false","false","true","HubSpot","Inbounddb lists (10)"
"Campaign of last booking in meetings tool","engagements_last_meeting_booked_campaign","string","This UTM parameter shows which marketing campaign (e.g. a specific email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","companyinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (2)"
"Medium of last booking in meetings tool","engagements_last_meeting_booked_medium","string","This UTM parameter shows which channel (e.g. email) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Source of last booking in meetings tool","engagements_last_meeting_booked_source","string","This UTM parameter shows which site (e.g. Twitter) referred an associated contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","companyinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (5)"
"Enrich with Amplemarket","enrich_with_amplemarket","enumeration","This field will fetch the data from the Amplemarket by calling a workflow.","companyinformation","true","[{""label"":""Needs Enrichment"",""value"":""needs_enrichment"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Enriched Today"",""value"":""enriched_today"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Enriched"",""value"":""enriched"",""displayOrder"":2,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","false","false","false","false","false","false","Krunalkumar Shah","Automation platform flow (2); Properties v3 card (1)"
"Enriched Description","enriched_description","string","","companyinformation","false","","false","false","false","false","false","false","Brandon Dith-Berry","Properties v3 card (1)"
"Estimated Annual Revenue","estimated_annual_revenue","string","","companyinformation","false","","false","false","false","false","false","false","Brandon Dith-Berry","Automation platform flow (1); Properties list card (1); Properties v3 card (2)"
"Finance Management Process","finance_management_process","string","","companyinformation","true","","false","false","false","false","false","false","Kelvin Tanjuakio","Sales view (1)"
"First Contact Create Date","first_contact_createdate","datetime","The date that the first contact from this company entered the system, which could pre-date the company's create date","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"First Deal Created Date","first_deal_created_date","datetime","The create date of the first deal associated with this company record.","companyinformation","false","","true","true","false","false","false","true","HubSpot","Calculated property (1); Report (1)"
"Year Founded","founded_year","string","The year the company was created. Powered by HubSpot Insights.","companyinformation","true","","false","true","false","false","false","true","HubSpot","Automation platform flow (1); Properties list card (1); Properties v3 card (2)"
"Generation Source","gen_source","enumeration","","companyinformation","true","[{""label"":""RevOps"",""value"":""RevOps"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""BDR Self Gen"",""value"":""BDR Self Gen"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""Inbound"",""value"":""Inbound"",""displayOrder"":2,""hidden"":false,""readOnly"":false},{""label"":""Executive"",""value"":""Executive"",""displayOrder"":3,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Brandon Dith-Berry","Sales view (1)"
"Generation Source Details 1","generation_source","string","","companyinformation","true","","false","false","false","false","false","false","Brandon Dith-Berry","Sales view (1)"
"Headquarters Location","headquarters_location","string","","companyinformation","false","","false","false","false","false","false","false","Unknown user","Sales view (2)"
"Latest Source","hs_analytics_latest_source","enumeration","Source of the last session attributed to any contacts that are associated with this company","companyinformation","false","[{""label"":""Organic Search"",""value"":""ORGANIC_SEARCH"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Paid Search"",""value"":""PAID_SEARCH"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Email Marketing"",""value"":""EMAIL_MARKETING"",""displayOrder"":2,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Organic Social"",""value"":""SOCIAL_MEDIA"",""displayOrder"":3,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Referrals"",""value"":""REFERRALS"",""displayOrder"":4,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Other Campaigns"",""value"":""OTHER_CAMPAIGNS"",""displayOrder"":5,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Direct Traffic"",""value"":""DIRECT_TRAFFIC"",""displayOrder"":6,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Offline Sources"",""value"":""OFFLINE"",""displayOrder"":7,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""Paid Social"",""value"":""PAID_SOCIAL"",""displayOrder"":8,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","true","true","false","false","false","true","HubSpot","Report (1); Properties v3 card (1)"
"Latest Source Data 1","hs_analytics_latest_source_data_1","string","Additional source details of the last session attributed to any contacts that are associated with this company","companyinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)"
"Latest Source Data 2","hs_analytics_latest_source_data_2","string","Additional source details of the last session attributed to any contacts that are associated with this company","companyinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)"
"Latest Source Timestamp","hs_analytics_latest_source_timestamp","datetime","Timestamp of when latest source occurred","companyinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)"
"Country/Region Code","hs_country_code","string","Two-letter country code for the company headquarters location.","companyinformation","false","","false","false","false","false","false","true","HubSpot",""
"Created by user ID","hs_created_by_user_id","number","The user that created this object. This value is automatically set by HubSpot and may not be modified.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"CSM Sentiment","hs_csm_sentiment","enumeration","This property stores a CSM's sentiment towards a company.","companyinformation","false","[{""label"":""At-Risk"",""value"":""at_risk"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""Neutral"",""value"":""neutral"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""Healthy"",""value"":""healthy"",""displayOrder"":2,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","true","HubSpot",""
"Last Booked Meeting Date","hs_last_booked_meeting_date","datetime","The last date of booked meetings associated with the company","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Last Logged Call Date","hs_last_logged_call_date","datetime","The last date of logged calls associated with the company","companyinformation","false","","true","true","false","false","false","true","HubSpot","Report (2)"
"Last Open Task Date","hs_last_open_task_date","datetime","The last due date of open tasks associated with the company","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Last Engagement Date","hs_last_sales_activity_timestamp","datetime","The last time a contact engaged with your site or a form, document, meetings link, or tracked email. This doesn't include marketing emails or emails to multiple contacts.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Merged Company IDs","hs_merged_object_ids","enumeration","The list of Company record IDs that have been merged into this Company. This value is automatically set by HubSpot and may not be modified.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Number of child companies","hs_num_child_companies","number","The number of child companies of this company","companyinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (3); Properties v3 card (1)"
"Number of open deals","hs_num_open_deals","number","The number of open deals associated with this company.","companyinformation","false","","true","true","false","false","false","true","HubSpot","Sales view (1); Association table card (1)"
"Record ID","hs_object_id","number","The unique ID for this record. This value is automatically set by HubSpot and may not be modified.","companyinformation","false","","true","true","false","false","false","true","HubSpot","Rollup property (2); Automation platform flow (3); Report (125); Dataset (3); Sales view (11); Properties v3 card (1)"
"Record Source Detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source","hs_object_source_label","enumeration","How this record was created","companyinformation","false","","true","true","false","true","false","true","HubSpot",""
"Parent Company","hs_parent_company_id","number","The parent company of this company","companyinformation","false","","true","true","false","true","false","true","HubSpot","Automation platform flow (1); Sales view (4)"
"Likelihood to close","hs_predictivecontactscore_v2","number","The highest probability that a contact associated with this company will become a customer within the next 90 days. This score is based on standard contact properties and behavior.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
"Total open deal value","hs_total_deal_value","number","The total value, in your company's currency, of all open deals associated with this company","companyinformation","false","","true","true","false","false","false","true","HubSpot","Report (4)"
"Updated by user ID","hs_updated_by_user_id","number","The user that last updated this object. This value is automatically set by HubSpot and may not be modified.","companyinformation","false","","true","true","false","false","false","true","HubSpot",""
